h3_index,centroid_lat,centroid_lng,elev_m,slope_pct,hand_m,water_dist_m,building_count,is_land,elevation_score,slope_score,drainage_score,imperviousness
8875768043fffff,5.5638,-0.30186,117.0,14.152,104.0,735.0,460,1,0.0115,0.0,0.0,0.6983
8875768045fffff,5.573113,-0.311593,40.0,5.035,27.0,1323.0,472,1,0.4047,0.0,0.0,0.704
8875768047fffff,5.566106,-0.309061,55.0,7.406,42.0,735.0,960,1,0.2165,0.0,0.0,0.9071
8875768049fffff,5.575507,-0.299722,17.0,5.555,0.0,0.0,355,1,0.8008,0.0,1.0,0.6427
887576804bfffff,5.568499,-0.29719,63.0,7.347,49.0,735.0,442,1,0.1537,0.0,0.0,0.6906
887576804dfffff,5.577813,-0.306924,23.0,2.313,6.0,837.0,19,1,0.7141,0.5374,0.5,0.194
8875768051fffff,5.554487,-0.292127,1.0,3.865,0.0,1470.0,138,1,0.9775,0.2269,1.0,0.4473
8875768053fffff,5.547481,-0.289596,1.0,0.119,0.0,1323.0,0,0,0.0,0.9761,1.0,0.0
8875768055fffff,5.556794,-0.299328,7.0,13.287,0.0,837.0,218,1,0.9167,0.0,1.0,0.5479
8875768057fffff,5.549788,-0.296797,2.0,0.604,0.0,735.0,61,1,0.9665,0.8792,1.0,0.3348
8875768059fffff,5.559186,-0.287456,1.0,3.822,0.0,735.0,35,1,0.9775,0.2357,1.0,0.2529
887576805bfffff,5.552179,-0.284926,1.0,0.597,0.0,1323.0,0,0,0.0,0.8806,1.0,0.0
887576805dfffff,5.561493,-0.294658,33.0,10.033,19.0,1323.0,352,1,0.5326,0.0,0.0,0.6408
8875768061fffff,5.570719,-0.323462,29.0,9.784,24.0,735.0,1242,1,0.6073,0.0,0.0,0.9617
8875768063fffff,5.563714,-0.32093,3.0,10.071,0.0,0.0,749,1,0.9559,0.0,1.0,0.8094
8875768065fffff,5.573025,-0.330662,40.0,9.527,32.0,735.0,1159,1,0.4047,0.0,0.0,0.9473
8875768067fffff,5.56602,-0.328129,5.0,4.228,0.0,0.0,924,1,0.9339,0.1544,1.0,0.8898
8875768069fffff,5.575419,-0.318794,36.0,8.84,33.0,1323.0,366,1,0.4842,0.0,0.0,0.6513
887576806bfffff,5.568413,-0.316262,77.0,10.071,74.0,735.0,956,1,0.0829,0.0,0.0,0.9047
887576806dfffff,5.577725,-0.325995,110.0,9.784,105.0,1323.0,276,1,0.0192,0.0,0.0,0.5948
8875768081fffff,5.505381,-0.293482,0.0,0.0,0.0,1655.0,0,0,0.0,1.0,1.0,0.0
8875768085fffff,5.507689,-0.30068,0.0,0.363,0.0,1322.0,0,0,0.0,0.9275,1.0,0.0
8875768087fffff,5.500688,-0.29815,0.0,0.0,0.0,2079.0,0,0,0.0,1.0,1.0,0.0
8875768089fffff,5.510075,-0.288814,0.0,0.121,0.0,1494.0,0,0,0.0,0.9758,1.0,0.0
887576808bfffff,5.503073,-0.286284,0.0,0.0,0.0,2265.0,0,0,0.0,1.0,1.0,0.0
887576808dfffff,5.512382,-0.296012,0.0,0.358,0.0,827.0,0,0,0.0,0.9283,1.0,0.0
88757680a1fffff,5.505303,-0.312543,0.0,0.0,0.0,827.0,0,0,0.0,1.0,1.0,0.0
88757680a5fffff,5.507611,-0.319739,0.0,0.239,0.0,0.0,0,0,0.0,0.9522,1.0,0.0
88757680a7fffff,5.500611,-0.317209,0.0,0.0,0.0,827.0,0,0,0.0,1.0,1.0,0.0
88757680a9fffff,5.509996,-0.307877,0.0,0.409,0.0,827.0,0,0,0.0,0.9183,1.0,0.0
88757680abfffff,5.502996,-0.305347,0.0,0.0,0.0,1493.0,0,0,0.0,1.0,1.0,0.0
88757680adfffff,5.512304,-0.315074,0.0,0.136,0.0,0.0,0,0,0.0,0.9728,1.0,0.0
88757680c1fffff,5.521772,-0.286675,1.0,0.239,0.0,828.0,21,1,0.9775,0.9522,1.0,0.2031
88757680c3fffff,5.514769,-0.284145,0.0,0.408,0.0,1494.0,22,1,0.9923,0.9183,1.0,0.2074
88757680c5fffff,5.524079,-0.293874,1.0,0.242,0.0,0.0,0,0,0.0,0.9517,1.0,0.0
88757680c7fffff,5.517077,-0.291344,1.0,0.136,0.0,827.0,0,0,0.0,0.9728,1.0,0.0
88757680c9fffff,5.526467,-0.282005,1.0,0.242,0.0,837.0,42,1,0.9775,0.9517,1.0,0.2854
88757680cbfffff,5.519464,-0.279475,3.0,0.408,1.0,1494.0,0,1,0.9559,0.9183,0.9167,0.0316
88757680cdfffff,5.528775,-0.289205,2.0,0.136,0.0,0.0,0,0,0.0,0.9728,1.0,0.0
88757680d1fffff,5.505458,-0.274416,0.0,0.0,0.0,2939.0,0,0,0.0,1.0,1.0,0.0
88757680d5fffff,5.507766,-0.281615,0.0,0.0,0.0,2265.0,0,0,0.0,1.0,1.0,0.0
88757680d7fffff,5.500765,-0.279085,0.0,0.0,0.0,2987.0,0,0,0.0,1.0,1.0,0.0
88757680d9fffff,5.510152,-0.269745,0.0,0.0,0.0,2204.0,0,0,0.0,1.0,1.0,0.0
88757680dbfffff,5.50315,-0.267216,0.0,0.0,0.0,2667.0,0,0,0.0,1.0,1.0,0.0
88757680ddfffff,5.512461,-0.276945,0.0,0.363,0.0,2265.0,0,0,0.0,0.9275,1.0,0.0
88757680e1fffff,5.521692,-0.305741,1.0,0.242,0.0,0.0,0,0,0.0,0.9517,1.0,0.0
88757680e3fffff,5.51469,-0.30321,3.0,0.409,2.0,734.0,0,1,0.9559,0.9183,0.8333,0.0316
88757680e5fffff,5.523999,-0.312939,1.0,0.121,0.0,0.0,33,1,0.9775,0.9758,1.0,0.2486
88757680e7fffff,5.516997,-0.310408,1.0,0.239,0.0,0.0,0,0,0.0,0.9522,1.0,0.0
88757680e9fffff,5.526387,-0.301073,1.0,0.272,0.0,0.0,0,0,0.0,0.9455,1.0,0.0
88757680ebfffff,5.519384,-0.298542,1.0,0.272,0.0,0.0,0,0,0.0,0.9455,1.0,0.0
88757680edfffff,5.528694,-0.308272,1.0,0.121,0.0,734.0,259,1,0.9775,0.9758,1.0,0.5829
8875768111fffff,5.554232,-0.349324,28.0,1.906,17.0,1339.0,550,1,0.626,0.6187,0.0,0.7308
8875768113fffff,5.547229,-0.346791,27.0,1.634,16.0,1469.0,545,1,0.6446,0.6732,0.0,0.7299
8875768119fffff,5.558929,-0.344659,14.0,5.437,9.0,734.0,707,1,0.8434,0.0,0.25,0.7955
887576811bfffff,5.551926,-0.342127,15.0,1.634,4.0,734.0,781,1,0.8261,0.6732,0.6667,0.8266
887576814bfffff,5.584642,-0.347594,14.0,1.075,0.0,1323.0,0,1,0.8434,0.7849,1.0,0.0316
8875768151fffff,5.570632,-0.342527,13.0,6.534,0.0,0.0,316,1,0.8578,0.0,1.0,0.6216
8875768153fffff,5.563627,-0.339994,5.0,6.453,0.0,0.0,530,1,0.9339,0.0,1.0,0.7241
8875768155fffff,5.572937,-0.349726,14.0,5.436,0.0,0.0,14,1,0.8434,0.0,1.0,0.1657
8875768157fffff,5.565933,-0.347192,59.0,6.453,46.0,735.0,523,1,0.1834,0.0,0.0,0.7193
8875768159fffff,5.575331,-0.337861,61.0,6.534,48.0,735.0,1031,1,0.1734,0.0,0.0,0.9181
887576815bfffff,5.568326,-0.335328,8.0,6.402,0.0,0.0,951,1,0.9071,0.0,1.0,0.9013
887576815dfffff,5.577637,-0.34506,14.0,5.616,0.0,735.0,15,1,0.8434,0.0,1.0,0.1705
8875768181fffff,5.521531,-0.343857,100.0,2.901,90.0,1654.0,601,1,0.0249,0.4198,0.0,0.7538
8875768183fffff,5.514531,-0.341325,76.0,8.008,66.0,827.0,446,1,0.0876,0.0,0.0,0.6935
8875768187fffff,5.516837,-0.34852,95.0,8.1,85.0,1493.0,501,1,0.0369,0.0,0.0,0.7136
8875768189fffff,5.526225,-0.339194,103.0,4.955,63.0,1339.0,380,1,0.023,0.0089,0.0,0.6571
887576818bfffff,5.519224,-0.336662,86.0,9.308,76.0,837.0,188,1,0.0517,0.0,0.0,0.5196
887576818dfffff,5.528531,-0.346389,92.0,5.439,52.0,2109.0,541,1,0.0417,0.0,0.0,0.7289
8875768191fffff,5.505225,-0.331599,0.0,1.195,0.0,0.0,315,1,0.9923,0.7609,1.0,0.6207
8875768195fffff,5.507532,-0.338794,10.0,7.979,0.0,0.0,1749,1,0.8817,0.0,1.0,0.9789
8875768197fffff,5.500533,-0.336263,0.0,1.209,0.0,734.0,0,0,0.0,0.7582,1.0,0.0
8875768199fffff,5.509918,-0.326935,2.0,0.967,0.0,0.0,160,1,0.9665,0.8066,1.0,0.4947
887576819bfffff,5.502918,-0.324404,0.0,0.242,0.0,734.0,0,0,0.0,0.9516,1.0,0.0
887576819dfffff,5.512224,-0.334131,9.0,9.308,0.0,734.0,1227,1,0.8946,0.0,1.0,0.9602
88757681b9fffff,5.509838,-0.345988,28.0,8.1,24.0,827.0,940,1,0.626,0.0,0.0,0.8975
88757681bbfffff,5.50284,-0.343457,4.0,2.902,0.0,0.0,296,1,0.944,0.4197,1.0,0.6082
88757681c1fffff,5.537921,-0.337062,42.0,8.581,33.0,1469.0,623,1,0.3745,0.0,0.0,0.7629
88757681c3fffff,5.530919,-0.33453,113.0,8.724,73.0,837.0,681,1,0.0168,0.0,0.0,0.783
88757681c5fffff,5.540227,-0.344258,30.0,3.867,19.0,1972.0,227,1,0.5881,0.2265,0.0,0.5508
88757681c7fffff,5.533226,-0.341726,62.0,6.095,22.0,1673.0,317,1,0.1638,0.0,0.0,0.6226
88757681c9fffff,5.542617,-0.332397,22.0,3.625,13.0,734.0,822,1,0.7347,0.2749,0.0,0.8448
88757681cbfffff,5.535615,-0.329865,52.0,8.308,12.0,827.0,529,1,0.2486,0.0,0.0,0.7232
88757681cdfffff,5.544923,-0.339594,19.0,2.779,8.0,1322.0,751,1,0.7759,0.4441,0.3333,0.8113
88757681d1fffff,5.521612,-0.324802,1.0,7.768,0.0,734.0,233,1,0.9775,0.0,1.0,0.558
88757681d3fffff,5.514611,-0.32227,1.0,1.076,0.0,0.0,1,1,0.9775,0.7849,1.0,0.0709
88757681d5fffff,5.523918,-0.331998,66.0,7.768,26.0,734.0,425,1,0.1341,0.0,0.0,0.683
88757681d7fffff,5.516918,-0.329466,10.0,9.083,0.0,0.0,208,1,0.8817,0.0,1.0,0.5364
88757681d9fffff,5.526306,-0.320136,1.0,4.66,0.0,0.0,40,1,0.9775,0.0679,1.0,0.2763
88757681dbfffff,5.519305,-0.317605,1.0,0.121,0.0,0.0,0,0,0.0,0.9758,1.0,0.0
88757681ddfffff,5.528613,-0.327333,40.0,8.724,0.0,0.0,327,1,0.4047,0.0,1.0,0.6274
88757681ebfffff,5.535532,-0.348922,47.0,5.439,7.0,2510.0,140,1,0.3046,0.0,0.4167,0.4521
8875768201fffff,5.587305,-0.278502,14.0,1.91,0.0,0.0,156,1,0.8434,0.618,1.0,0.4856
8875768203fffff,5.580295,-0.275971,18.0,1.632,12.0,735.0,582,1,0.7869,0.6736,0.0,0.7471
8875768205fffff,5.589612,-0.285707,18.0,2.656,7.0,828.0,99,1,0.7869,0.4688,0.4167,0.3946
8875768207fffff,5.582602,-0.283175,11.0,1.075,0.0,0.0,29,1,0.8712,0.7851,1.0,0.2347
8875768209fffff,5.592007,-0.273829,17.0,3.343,0.0,0.0,141,1,0.8008,0.3315,1.0,0.4555
887576820bfffff,5.584997,-0.271297,30.0,2.039,13.0,828.0,120,1,0.5881,0.5922,0.0,0.4215
887576820dfffff,5.594315,-0.281034,24.0,1.91,3.0,736.0,86,1,0.6959,0.6179,0.75,0.3793
8875768211fffff,5.570979,-0.266235,28.0,2.584,25.0,1341.0,944,1,0.626,0.4832,0.0,0.8989
8875768213fffff,5.56397,-0.263705,30.0,2.507,11.0,1656.0,887,1,0.5881,0.4986,0.0833,0.874
8875768215fffff,5.573286,-0.27344,8.0,2.388,5.0,735.0,930,1,0.9071,0.5224,0.5833,0.8946
8875768217fffff,5.566278,-0.270909,9.0,2.584,6.0,838.0,932,1,0.8946,0.4832,0.5,0.8956
8875768219fffff,5.57568,-0.261561,35.0,2.149,32.0,1994.0,2218,1,0.5005,0.5702,0.0,0.9895
887576821bfffff,5.568671,-0.25903,45.0,2.04,26.0,2082.0,1051,1,0.3348,0.5921,0.0,0.9248
887576821dfffff,5.577988,-0.268766,17.0,2.149,11.0,1341.0,1259,1,0.8008,0.5702,0.0833,0.9646
8875768221fffff,5.587216,-0.297583,37.0,2.388,20.0,1323.0,17,1,0.4631,0.5223,0.0,0.181
8875768223fffff,5.580208,-0.295051,22.0,1.811,5.0,735.0,159,1,0.7347,0.6377,0.5833,0.4923
8875768225fffff,5.589523,-0.304786,57.0,3.265,40.0,1656.0,13,1,0.1954,0.3471,0.0,0.1614
8875768227fffff,5.582514,-0.302254,35.0,2.657,18.0,828.0,12,1,0.5005,0.4687,0.0,0.1571
8875768229fffff,5.591919,-0.292911,32.0,2.656,21.0,1495.0,93,1,0.5503,0.4688,0.0,0.3855
887576822bfffff,5.584909,-0.290379,20.0,2.03,9.0,837.0,31,1,0.762,0.594,0.25,0.2419
887576822dfffff,5.594225,-0.300115,49.0,2.173,32.0,2082.0,0,1,0.2845,0.5654,0.0,0.0316
8875768231fffff,5.570893,-0.285316,8.0,2.721,0.0,0.0,195,1,0.9071,0.4559,1.0,0.5273
8875768233fffff,5.563885,-0.282785,3.0,2.985,0.0,0.0,10,1,0.9559,0.4029,1.0,0.1451
8875768235fffff,5.5732,-0.292519,14.0,6.666,0.0,0.0,812,1,0.8434,0.0,1.0,0.84
8875768237fffff,5.566192,-0.289988,28.0,4.18,20.0,735.0,107,1,0.626,0.164,0.0,0.4033
8875768239fffff,5.575594,-0.280644,6.0,1.632,0.0,0.0,307,1,0.9248,0.6736,1.0,0.6149
887576823bfffff,5.568585,-0.278113,3.0,0.716,0.0,0.0,468,1,0.9559,0.8567,1.0,0.7021
887576823dfffff,5.577901,-0.287848,11.0,1.314,0.0,735.0,263,1,0.8712,0.7373,1.0,0.5872
8875768241fffff,5.603722,-0.271686,43.0,2.99,0.0,0.0,128,1,0.363,0.4019,1.0,0.431
8875768243fffff,5.596711,-0.269154,28.0,2.268,0.0,0.0,17,1,0.626,0.5464,1.0,0.181
8875768245fffff,5.606029,-0.278892,24.0,2.268,0.0,0.0,133,1,0.6959,0.5464,1.0,0.4406
8875768247fffff,5.599018,-0.27636,21.0,2.99,0.0,0.0,102,1,0.7486,0.4019,1.0,0.3985
8875768249fffff,5.608427,-0.26701,27.0,3.581,0.0,0.0,108,1,0.6446,0.2839,1.0,0.4071
887576824bfffff,5.601415,-0.264479,33.0,3.581,5.0,736.0,100,1,0.5326,0.2839,0.5833,0.3966
887576824dfffff,5.610734,-0.274217,31.0,2.052,7.0,736.0,52,1,0.5704,0.5897,0.4167,0.3161
8875768251fffff,5.587393,-0.259417,47.0,2.415,10.0,1472.0,137,1,0.3046,0.5171,0.1667,0.4454
8875768253fffff,5.580382,-0.256886,27.0,2.415,0.0,1976.0,901,1,0.6446,0.5171,1.0,0.8793
8875768255fffff,5.5897,-0.266623,45.0,3.343,17.0,828.0,4,1,0.3348,0.3315,0.0,0.1011
8875768257fffff,5.58269,-0.264092,31.0,2.175,14.0,1495.0,427,1,0.5704,0.565,0.0,0.6839
8875768259fffff,5.592096,-0.254741,52.0,2.039,15.0,736.0,94,1,0.2486,0.5923,0.0,0.3879
887576825bfffff,5.585085,-0.25221,40.0,1.767,3.0,1324.0,147,1,0.4047,0.6466,0.75,0.4679
887576825dfffff,5.594404,-0.261948,47.0,2.268,19.0,838.0,58,1,0.3046,0.5464,0.0,0.3276
8875768261fffff,5.603632,-0.290771,40.0,3.104,16.0,1341.0,27,1,0.4047,0.3791,0.0,0.228
8875768263fffff,5.596622,-0.288239,40.0,2.656,19.0,1341.0,69,1,0.4047,0.4688,0.0,0.3568
8875768265fffff,5.605938,-0.297976,66.0,8.717,42.0,2112.0,6,1,0.1341,0.0,0.0,0.1169
8875768267fffff,5.598928,-0.295443,54.0,2.656,30.0,1995.0,4,1,0.2304,0.4688,0.0,0.1011
8875768269fffff,5.608336,-0.286098,32.0,2.897,8.0,838.0,61,1,0.5503,0.4206,0.3333,0.3348
887576826bfffff,5.601325,-0.283566,36.0,1.791,12.0,736.0,17,1,0.4842,0.6419,0.0,0.181
887576826dfffff,5.610643,-0.293303,46.0,7.88,22.0,1675.0,20,1,0.3214,0.0,0.0,0.1997
8875768281fffff,5.538249,-0.260788,18.0,1.087,0.0,0.0,773,1,0.7869,0.7826,1.0,0.8214
8875768283fffff,5.531243,-0.258259,15.0,1.433,1.0,735.0,277,1,0.8261,0.7134,0.9167,0.5958
8875768285fffff,5.540558,-0.267991,15.0,1.672,0.0,735.0,734,1,0.8261,0.6656,1.0,0.8046
8875768287fffff,5.533552,-0.265461,22.0,2.269,4.0,735.0,1016,1,0.7347,0.5462,0.6667,0.9148
8875768289fffff,5.542947,-0.256115,23.0,1.087,0.0,0.0,166,1,0.7141,0.7826,1.0,0.5
887576828bfffff,5.535941,-0.253585,14.0,1.329,0.0,0.0,45,1,0.8434,0.7342,1.0,0.2989
887576828dfffff,5.545256,-0.263318,27.0,1.632,0.0,0.0,219,1,0.6446,0.6735,1.0,0.5489
8875768291fffff,5.521929,-0.248527,0.0,1.769,0.0,735.0,1443,1,0.9923,0.6463,1.0,0.9693
8875768293fffff,5.514924,-0.245998,0.0,0.0,0.0,1323.0,0,0,0.0,1.0,1.0,0.0
8875768295fffff,5.524238,-0.255729,4.0,1.329,0.0,0.0,948,1,0.944,0.7342,1.0,0.9004
8875768297fffff,5.517233,-0.2532,0.0,0.483,0.0,828.0,0,0,0.0,0.9033,1.0,0.0
8875768299fffff,5.526626,-0.243853,13.0,1.769,0.0,0.0,3245,1,0.8578,0.6463,1.0,0.9981
887576829bfffff,5.51962,-0.241324,0.0,1.571,0.0,828.0,0,0,0.0,0.6859,1.0,0.0
887576829dfffff,5.528935,-0.251056,3.0,2.04,0.0,0.0,1041,1,0.9559,0.5919,1.0,0.9215
88757682a1fffff,5.538168,-0.279864,1.0,0.239,0.0,1340.0,0,0,0.0,0.9522,1.0,0.0
88757682a3fffff,5.531163,-0.277334,1.0,0.955,0.0,1340.0,117,1,0.9775,0.8089,1.0,0.4167
88757682a5fffff,5.540476,-0.287065,1.0,0.0,0.0,735.0,0,0,0.0,1.0,1.0,0.0
88757682a7fffff,5.533471,-0.284535,1.0,0.136,0.0,735.0,0,0,0.0,0.9728,1.0,0.0
88757682a9fffff,5.542866,-0.275193,1.0,2.177,0.0,1341.0,60,1,0.9775,0.5646,1.0,0.3309
88757682abfffff,5.53586,-0.272663,3.0,2.269,0.0,1341.0,432,1,0.9559,0.5462,1.0,0.6882
88757682adfffff,5.545173,-0.282395,1.0,0.68,0.0,1470.0,0,0,0.0,0.8639,1.0,0.0
88757682b1fffff,5.521851,-0.267603,2.0,1.361,0.0,1341.0,0,0,0.0,0.7278,1.0,0.0
88757682b3fffff,5.514847,-0.265074,0.0,0.242,0.0,1470.0,0,0,0.0,0.9517,1.0,0.0
88757682b5fffff,5.524159,-0.274804,1.0,1.089,0.0,1674.0,194,1,0.9775,0.7823,1.0,0.5259
88757682b7fffff,5.517155,-0.272275,0.0,0.358,0.0,1993.0,0,0,0.0,0.9283,1.0,0.0
88757682b9fffff,5.526547,-0.262931,12.0,1.45,8.0,837.0,128,1,0.8649,0.71,0.3333,0.431
88757682bbfffff,5.519542,-0.260402,0.0,1.45,0.0,735.0,167,1,0.9923,0.71,1.0,0.5014
88757682bdfffff,5.528855,-0.270133,9.0,1.769,0.0,1470.0,180,1,0.8946,0.6462,1.0,0.5115
88757682c1fffff,5.554654,-0.25397,37.0,2.448,18.0,735.0,2368,1,0.4631,0.5104,0.0,0.9914
88757682c3fffff,5.547646,-0.25144,27.0,1.329,0.0,0.0,385,1,0.6446,0.7343,1.0,0.6595
88757682c5fffff,5.556962,-0.261175,34.0,1.812,15.0,828.0,1577,1,0.5168,0.6377,0.0,0.9751
88757682c7fffff,5.549954,-0.258644,19.0,2.448,0.0,0.0,1143,1,0.7759,0.5104,1.0,0.9454
88757682c9fffff,5.559354,-0.249295,30.0,1.313,3.0,828.0,860,1,0.5881,0.7374,0.75,0.8625
88757682cbfffff,5.552345,-0.246765,27.0,1.194,0.0,0.0,37,1,0.6446,0.7612,1.0,0.2601
88757682cdfffff,5.561662,-0.2565,39.0,1.224,20.0,1323.0,1924,1,0.4239,0.7553,0.0,0.9847
88757682d1fffff,5.53833,-0.241707,21.0,0.597,0.0,828.0,86,1,0.7486,0.8806,1.0,0.3793
88757682d3fffff,5.531323,-0.239178,18.0,2.174,5.0,735.0,262,1,0.7869,0.5651,0.5833,0.5857
88757682d5fffff,5.540639,-0.248911,16.0,1.329,0.0,0.0,110,1,0.8137,0.7343,1.0,0.4109
88757682d7fffff,5.533632,-0.246382,18.0,2.04,15.0,735.0,34,1,0.7869,0.5919,0.0,0.251
88757682d9fffff,5.543028,-0.237031,20.0,1.812,0.0,838.0,143,1,0.762,0.6377,1.0,0.4602
88757682dbfffff,5.536021,-0.234502,17.0,0.478,9.0,1342.0,461,1,0.8008,0.9045,0.25,0.6997
88757682ddfffff,5.545337,-0.244236,25.0,1.36,0.0,0.0,267,1,0.6801,0.728,1.0,0.5891
88757682e1fffff,5.55457,-0.273051,10.0,1.91,0.0,1494.0,1051,1,0.8817,0.6179,1.0,0.9248
88757682e3fffff,5.547564,-0.270521,17.0,2.177,0.0,837.0,224,1,0.8008,0.5646,1.0,0.5498
88757682e5fffff,5.556878,-0.280254,2.0,0.955,0.0,828.0,170,1,0.9665,0.8089,1.0,0.5038
88757682e7fffff,5.549872,-0.277723,6.0,1.314,3.0,1656.0,307,1,0.9248,0.7373,0.75,0.6149
88757682e9fffff,5.55927,-0.268378,20.0,2.03,1.0,1494.0,826,1,0.762,0.594,0.9167,0.8482
88757682ebfffff,5.552262,-0.265848,26.0,1.91,0.0,828.0,1093,1,0.6633,0.6179,1.0,0.9358
88757682edfffff,5.561578,-0.275582,3.0,2.03,0.0,828.0,920,1,0.9559,0.594,1.0,0.8879
8875768301fffff,5.603449,-0.328926,37.0,17.991,22.0,2276.0,328,1,0.4631,0.0,0.0,0.6284
8875768303fffff,5.596441,-0.326393,186.0,20.546,171.0,2989.0,73,1,0.0,0.0,0.0,0.363
8875768305fffff,5.605754,-0.336128,16.0,2.508,1.0,1494.0,16,1,0.8137,0.4983,0.9167,0.1758
8875768307fffff,5.598746,-0.333594,14.0,20.546,0.0,2267.0,54,1,0.8434,0.0,1.0,0.3204
8875768309fffff,5.608152,-0.324257,50.0,5.136,35.0,2512.0,44,1,0.2744,0.0,0.0,0.2945
887576830bfffff,5.601143,-0.321724,79.0,14.556,64.0,3088.0,37,1,0.0738,0.0,0.0,0.2601
887576830dfffff,5.610458,-0.33146,18.0,3.822,3.0,1674.0,356,1,0.7869,0.2356,0.75,0.6442
8875768311fffff,5.587127,-0.316658,54.0,6.331,37.0,2277.0,6,1,0.2304,0.0,0.0,0.1169
8875768313fffff,5.58012,-0.314125,36.0,5.256,19.0,1675.0,4,1,0.4842,0.0,0.0,0.1011
8875768315fffff,5.589433,-0.32386,107.0,9.54,102.0,2646.0,0,1,0.0201,0.0,0.0,0.0316
8875768317fffff,5.582426,-0.321327,80.0,5.734,75.0,1973.0,0,1,0.0714,0.0,0.0,0.0316
8875768319fffff,5.591829,-0.311989,49.0,11.954,32.0,2266.0,279,1,0.2845,0.0,0.0,0.5972
887576831bfffff,5.584821,-0.309456,33.0,3.265,16.0,1494.0,44,1,0.5326,0.3471,0.0,0.2945
887576831dfffff,5.594135,-0.319191,98.0,10.511,81.0,2989.0,43,1,0.0283,0.0,0.0,0.2893
8875768321fffff,5.603357,-0.347996,23.0,1.087,8.0,1323.0,0,1,0.7141,0.7826,0.3333,0.0316
8875768323fffff,5.59635,-0.345462,14.0,1.087,0.0,2082.0,0,1,0.8434,0.7826,1.0,0.0316
8875768329fffff,5.60806,-0.343329,26.0,1.328,11.0,828.0,76,1,0.6633,0.7344,0.0833,0.3688
887576832bfffff,5.601052,-0.340795,15.0,1.328,0.0,1656.0,0,1,0.8261,0.7344,1.0,0.0316
8875768331fffff,5.587037,-0.335728,81.0,8.091,68.0,1973.0,0,1,0.067,0.0,0.0,0.0316
8875768333fffff,5.580031,-0.333195,85.0,7.407,77.0,1323.0,322,1,0.056,0.0,0.0,0.6245
8875768335fffff,5.589343,-0.342928,14.0,8.005,0.0,1973.0,0,1,0.8434,0.0,1.0,0.0316
8875768337fffff,5.582337,-0.340395,23.0,7.893,10.0,1323.0,13,1,0.7141,0.0,0.1667,0.1614
8875768339fffff,5.591739,-0.331061,134.0,14.491,126.0,2646.0,4,1,0.0077,0.0,0.0,0.1011
887576833bfffff,5.584732,-0.328528,128.0,5.852,120.0,1973.0,23,1,0.0096,0.0,0.0,0.2122
887576833dfffff,5.594044,-0.338262,14.0,14.335,0.0,2484.0,0,1,0.8434,0.0,1.0,0.0316
8875768341fffff,5.619867,-0.322121,35.0,4.06,9.0,2083.0,17,1,0.5005,0.188,0.25,0.181
8875768343fffff,5.612856,-0.319588,60.0,4.657,22.0,2671.0,84,1,0.1782,0.0685,0.0,0.3755
8875768345fffff,5.622172,-0.329325,39.0,2.052,22.0,1495.0,0,1,0.4239,0.5896,0.0,0.0316
8875768347fffff,5.615162,-0.326791,27.0,3.941,12.0,2111.0,69,1,0.6446,0.2118,0.0,0.3568
8875768349fffff,5.624572,-0.317451,30.0,4.708,0.0,1471.0,70,1,0.5881,0.0585,1.0,0.3597
887576834bfffff,5.617561,-0.314917,69.0,4.708,31.0,1976.0,303,1,0.1106,0.0585,0.0,0.6106
887576834dfffff,5.626877,-0.324655,38.0,2.039,12.0,1324.0,0,1,0.442,0.5921,0.0,0.0316
8875768351fffff,5.603541,-0.309851,135.0,9.297,89.0,3282.0,16,1,0.0067,0.0,0.0,0.1758
8875768353fffff,5.596531,-0.307318,58.0,10.748,41.0,2484.0,3,1,0.1882,0.0,0.0,0.0929
8875768355fffff,5.605847,-0.317054,93.0,6.64,55.0,3282.0,118,1,0.0402,0.0,0.0,0.4186
8875768357fffff,5.598838,-0.314521,148.0,11.954,131.0,3068.0,386,1,0.0019,0.0,0.0,0.6609
8875768359fffff,5.608245,-0.30518,139.0,8.717,93.0,2648.0,15,1,0.0048,0.0,0.0,0.1705
887576835bfffff,5.601235,-0.302647,67.0,8.692,43.0,2682.0,0,1,0.1255,0.0,0.0,0.0316
887576835dfffff,5.610551,-0.312384,99.0,4.777,61.0,2648.0,249,1,0.0259,0.0447,0.0,0.5747
8875768361fffff,5.619772,-0.341196,22.0,1.075,7.0,735.0,213,1,0.7347,0.785,0.4167,0.5426
8875768363fffff,5.612763,-0.338662,29.0,1.672,14.0,837.0,191,1,0.6073,0.6655,0.0,0.5235
8875768365fffff,5.622077,-0.348398,15.0,0.836,0.0,735.0,6,1,0.8261,0.8328,1.0,0.1169
8875768367fffff,5.615068,-0.345863,15.0,1.672,0.0,0.0,215,1,0.8261,0.6655,1.0,0.545
8875768369fffff,5.624477,-0.336528,23.0,1.911,6.0,828.0,0,1,0.7141,0.6178,0.5,0.0316
887576836bfffff,5.617467,-0.333994,31.0,1.569,16.0,1340.0,25,1,0.5704,0.6861,0.0,0.2193
887576836dfffff,5.626782,-0.34373,16.0,1.328,0.0,0.0,0,1,0.8137,0.7344,1.0,0.0316
8875768741fffff,5.505611,-0.236267,0.0,0.0,0.0,2483.0,0,0,0.0,1.0,1.0,0.0
8875768745fffff,5.50792,-0.24347,0.0,0.0,0.0,2080.0,0,0,0.0,1.0,1.0,0.0
