h3_index,centroid_lat,centroid_lng,elev_m,slope_pct,hand_m,water_dist_m,building_count,is_land,elevation_score,slope_score,drainage_score,imperviousness
8875768747fffff,5.500916,-0.240941,0.0,0.0,0.0,2877.0,0,0,0.0,1.0,1.0,0.0
8875768749fffff,5.510306,-0.231592,0.0,0.0,0.0,2266.0,0,0,0.0,1.0,1.0,0.0
887576874bfffff,5.503301,-0.229064,0.0,0.0,0.0,3067.0,0,0,0.0,1.0,1.0,0.0
887576874dfffff,5.512615,-0.238795,0.0,0.0,0.0,1655.0,0,0,0.0,1.0,1.0,0.0
8875768761fffff,5.505535,-0.255344,0.0,0.0,0.0,2080.0,0,0,0.0,1.0,1.0,0.0
8875768765fffff,5.507844,-0.262545,0.0,0.0,0.0,1973.0,0,0,0.0,1.0,1.0,0.0
8875768767fffff,5.500841,-0.260016,0.0,0.0,0.0,2645.0,0,0,0.0,1.0,1.0,0.0
8875768769fffff,5.510229,-0.250671,0.0,0.0,0.0,1655.0,0,0,0.0,1.0,1.0,0.0
887576876bfffff,5.503226,-0.248143,0.0,0.0,0.0,2483.0,0,0,0.0,1.0,1.0,0.0
887576876dfffff,5.512538,-0.257873,0.0,0.0,0.0,1322.0,0,0,0.0,1.0,1.0,0.0
8875769001fffff,5.669353,-0.263495,97.0,5.43,40.0,737.0,13,1,0.0316,0.0,0.0,0.1614
8875769003fffff,5.662335,-0.260963,60.0,4.462,0.0,0.0,40,1,0.1782,0.1075,1.0,0.2763
8875769005fffff,5.671659,-0.270707,77.0,3.258,20.0,1343.0,60,1,0.0829,0.3483,0.0,0.3309
8875769007fffff,5.664642,-0.268174,77.0,3.739,17.0,838.0,6,1,0.0829,0.2522,0.0,0.1169
8875769009fffff,5.674065,-0.258816,57.0,5.43,0.0,0.0,8,1,0.1954,0.0,1.0,0.1322
887576900bfffff,5.667047,-0.256283,62.0,4.176,0.0,0.0,2,1,0.1638,0.1649,1.0,0.0838
887576900dfffff,5.676372,-0.266029,101.0,5.727,40.0,737.0,439,1,0.0239,0.0,0.0,0.6897
8875769011fffff,5.653011,-0.251218,45.0,1.358,0.0,0.0,41,1,0.3348,0.7285,1.0,0.2816
8875769013fffff,5.645994,-0.248686,54.0,3.123,0.0,0.0,12,1,0.2304,0.3753,1.0,0.1571
8875769015fffff,5.655318,-0.25843,46.0,1.689,0.0,0.0,3,1,0.3214,0.6623,1.0,0.0929
8875769017fffff,5.648301,-0.255898,44.0,3.981,0.0,0.0,11,1,0.3491,0.2038,1.0,0.1513
8875769019fffff,5.657721,-0.246539,55.0,2.533,10.0,737.0,44,1,0.2165,0.4934,0.1667,0.2945
887576901bfffff,5.650704,-0.244007,34.0,2.716,0.0,0.0,3,1,0.5168,0.4569,1.0,0.0929
887576901dfffff,5.660028,-0.253751,54.0,1.086,8.0,737.0,38,1,0.2304,0.7828,0.3333,0.2658
8875769021fffff,5.669254,-0.282595,72.0,3.341,28.0,838.0,0,1,0.1006,0.3317,0.0,0.0316
8875769023fffff,5.662237,-0.280062,87.0,3.58,43.0,1496.0,1,1,0.0498,0.284,0.0,0.0709
8875769025fffff,5.67156,-0.289805,44.0,4.945,0.0,0.0,213,1,0.3491,0.0109,1.0,0.5426
8875769027fffff,5.664543,-0.287272,85.0,4.945,41.0,829.0,19,1,0.056,0.0109,0.0,0.194
8875769029fffff,5.673966,-0.277918,96.0,5.838,34.0,829.0,22,1,0.0345,0.0,0.0,0.2074
887576902bfffff,5.666948,-0.275385,81.0,2.895,19.0,1658.0,0,1,0.067,0.4211,0.0,0.0316
887576902dfffff,5.676271,-0.285129,67.0,4.177,23.0,736.0,41,1,0.1255,0.1647,0.0,0.2816
8875769031fffff,5.652914,-0.270319,56.0,3.26,15.0,838.0,2,1,0.2055,0.3481,0.0,0.0838
8875769033fffff,5.645898,-0.267786,46.0,4.347,5.0,736.0,0,1,0.3214,0.1307,0.5833,0.0316
8875769035fffff,5.65522,-0.277528,78.0,2.852,37.0,1676.0,27,1,0.0771,0.4296,0.0,0.228
8875769037fffff,5.648204,-0.274995,80.0,6.52,39.0,1342.0,0,1,0.0714,0.0,0.0,0.0316
8875769039fffff,5.657624,-0.265641,46.0,3.739,0.0,736.0,33,1,0.3214,0.2522,1.0,0.2486
887576903bfffff,5.650607,-0.263108,41.0,1.93,0.0,0.0,26,1,0.3879,0.614,1.0,0.2237
887576903dfffff,5.659931,-0.272852,57.0,3.58,0.0,1342.0,16,1,0.1954,0.284,1.0,0.1758
8875769041fffff,5.685798,-0.256669,85.0,3.698,0.0,0.0,0,1,0.056,0.2605,1.0,0.0316
8875769043fffff,5.678778,-0.254136,96.0,5.294,39.0,737.0,7,1,0.0345,0.0,0.0,0.124
8875769045fffff,5.688104,-0.263883,97.0,4.341,0.0,0.0,107,1,0.0316,0.1319,1.0,0.4033
8875769047fffff,5.681085,-0.261349,61.0,5.43,0.0,0.0,157,1,0.1734,0.0,1.0,0.488
8875769049fffff,5.690512,-0.251989,98.0,5.425,0.0,0.0,1,1,0.0283,0.0,1.0,0.0709
887576904bfffff,5.683491,-0.249456,116.0,5.129,18.0,829.0,7,1,0.0129,0.0,0.0,0.124
887576904dfffff,5.692818,-0.259203,74.0,9.524,0.0,0.0,0,1,0.0915,0.0,1.0,0.0316
8875769051fffff,5.669452,-0.24439,50.0,3.459,0.0,829.0,14,1,0.2744,0.3082,1.0,0.1657
8875769053fffff,5.662433,-0.241858,51.0,1.312,0.0,0.0,45,1,0.261,0.7376,1.0,0.2989
8875769055fffff,5.671759,-0.251604,79.0,3.459,17.0,737.0,8,1,0.0738,0.3082,0.0,0.1322
8875769057fffff,5.66474,-0.249071,62.0,2.05,0.0,838.0,67,1,0.1638,0.59,1.0,0.352
8875769059fffff,5.674164,-0.239709,63.0,2.266,8.0,737.0,10,1,0.1537,0.5468,0.3333,0.1451
887576905bfffff,5.667145,-0.237177,45.0,2.17,0.0,737.0,39,1,0.3348,0.5659,1.0,0.2711
887576905dfffff,5.676471,-0.246923,77.0,4.702,20.0,1343.0,31,1,0.0829,0.0595,0.0,0.2419
8875769061fffff,5.685697,-0.275774,72.0,3.818,0.0,0.0,40,1,0.1006,0.2364,1.0,0.2763
8875769063fffff,5.678678,-0.27324,53.0,5.838,0.0,829.0,167,1,0.2404,0.0,1.0,0.5014
8875769065fffff,5.688002,-0.282986,40.0,3.937,0.0,0.0,85,1,0.4047,0.2126,1.0,0.3769
8875769067fffff,5.680984,-0.280452,62.0,4.1,0.0,0.0,11,1,0.1638,0.18,1.0,0.1513
8875769069fffff,5.69041,-0.271096,85.0,3.496,13.0,737.0,135,1,0.056,0.3007,0.0,0.444
887576906bfffff,5.683391,-0.268562,72.0,3.497,0.0,737.0,294,1,0.1006,0.3006,1.0,0.6063
887576906dfffff,5.692716,-0.278308,69.0,6.108,29.0,737.0,22,1,0.1106,0.0,0.0,0.2074
8875769081fffff,5.620238,-0.245771,39.0,2.172,0.0,0.0,609,1,0.4239,0.5656,1.0,0.7567
8875769083fffff,5.613224,-0.243239,36.0,1.359,0.0,0.0,2436,1,0.4842,0.7283,1.0,0.9923
8875769085fffff,5.622545,-0.25298,43.0,2.267,0.0,0.0,48,1,0.363,0.5465,1.0,0.3056
8875769087fffff,5.615531,-0.250449,37.0,2.038,0.0,0.0,424,1,0.4631,0.5924,1.0,0.682
8875769089fffff,5.624945,-0.241092,40.0,2.028,1.0,736.0,53,1,0.4047,0.5943,0.9167,0.318
887576908bfffff,5.61793,-0.238561,27.0,1.569,0.0,0.0,1526,1,0.6446,0.6863,1.0,0.9732
887576908dfffff,5.627253,-0.248302,57.0,2.173,0.0,0.0,8,1,0.1954,0.5654,1.0,0.1322
8875769091fffff,5.603902,-0.233499,25.0,2.445,0.0,0.0,96,1,0.6801,0.5109,1.0,0.3913
8875769093fffff,5.596888,-0.230969,37.0,2.581,15.0,736.0,129,1,0.4631,0.4838,0.0,0.4349
8875769095fffff,5.60621,-0.240709,34.0,1.432,0.0,0.0,297,1,0.5168,0.7136,1.0,0.6092
8875769097fffff,5.599196,-0.238178,43.0,2.535,17.0,736.0,93,1,0.363,0.4931,0.0,0.3855
8875769099fffff,5.608607,-0.22882,22.0,2.148,0.0,736.0,400,1,0.7347,0.5705,1.0,0.6676
887576909bfffff,5.601593,-0.226289,18.0,2.581,0.0,0.0,866,1,0.7869,0.4838,1.0,0.8649
887576909dfffff,5.610916,-0.23603,40.0,2.852,0.0,0.0,1988,1,0.4047,0.4295,1.0,0.9866
88757690a1fffff,5.620146,-0.264866,45.0,2.31,0.0,0.0,39,1,0.3348,0.5381,1.0,0.2711
88757690a3fffff,5.613133,-0.262334,50.0,3.125,23.0,736.0,23,1,0.2744,0.3749,0.0,0.2122
88757690a5fffff,5.622453,-0.272074,38.0,3.461,0.0,736.0,19,1,0.442,0.3077,1.0,0.194
88757690a7fffff,5.61544,-0.269542,36.0,1.671,0.0,0.0,114,1,0.4842,0.6658,1.0,0.4157
88757690a9fffff,5.624853,-0.260189,62.0,2.31,17.0,736.0,187,1,0.1638,0.5381,0.0,0.5168
88757690abfffff,5.617839,-0.257658,54.0,2.029,11.0,736.0,65,1,0.2304,0.5943,0.0833,0.3472
88757690adfffff,5.62716,-0.267398,47.0,2.534,0.0,0.0,49,1,0.3046,0.4932,1.0,0.3094
88757690b1fffff,5.603812,-0.252595,61.0,2.983,15.0,736.0,74,1,0.1734,0.4033,0.0,0.3659
88757690b3fffff,5.5968,-0.250064,37.0,3.103,0.0,0.0,25,1,0.4631,0.3794,1.0,0.2193
88757690b5fffff,5.60612,-0.259803,57.0,3.581,30.0,838.0,58,1,0.1954,0.2839,0.0,0.3276
88757690b7fffff,5.599108,-0.257272,63.0,3.581,26.0,838.0,348,1,0.1537,0.2839,0.0,0.636
88757690b9fffff,5.608518,-0.247918,46.0,2.038,0.0,0.0,359,1,0.3214,0.5924,1.0,0.6456
88757690bbfffff,5.601504,-0.245387,36.0,2.983,0.0,736.0,85,1,0.4842,0.4033,1.0,0.3769
88757690bdfffff,5.610825,-0.255126,52.0,2.038,15.0,736.0,241,1,0.2486,0.5924,0.0,0.5656
88757690c1fffff,5.636669,-0.238943,42.0,1.312,0.0,0.0,708,1,0.3745,0.7376,1.0,0.7969
88757690c3fffff,5.629653,-0.236412,38.0,1.909,0.0,0.0,759,1,0.442,0.6183,1.0,0.8132
88757690c5fffff,5.638977,-0.246155,42.0,4.176,0.0,0.0,141,1,0.3745,0.1648,1.0,0.4555
88757690c7fffff,5.631961,-0.243623,41.0,2.173,0.0,0.0,40,1,0.3879,0.5654,1.0,0.2763
88757690c9fffff,5.641379,-0.234263,34.0,1.086,0.0,0.0,1565,1,0.5168,0.7828,1.0,0.9741
88757690cbfffff,5.634362,-0.231732,31.0,1.312,0.0,0.0,1291,1,0.5704,0.7376,1.0,0.9655
88757690cdfffff,5.643686,-0.241475,36.0,2.147,0.0,0.0,286,1,0.4842,0.5705,1.0,0.6025
88757690d1fffff,5.620329,-0.22667,27.0,4.753,0.0,0.0,395,1,0.6446,0.0495,1.0,0.6628
88757690d3fffff,5.613314,-0.224139,22.0,2.58,0.0,0.0,233,1,0.7347,0.484,1.0,0.558
88757690d5fffff,5.622637,-0.233881,31.0,1.448,0.0,0.0,1178,1,0.5704,0.7104,1.0,0.9511
88757690d7fffff,5.615622,-0.23135,19.0,2.852,0.0,0.0,1782,1,0.7759,0.4295,1.0,0.9799
88757690d9fffff,5.625037,-0.221989,62.0,4.772,35.0,736.0,27,1,0.1638,0.0457,0.0,0.228
88757690dbfffff,5.618021,-0.219458,41.0,3.394,19.0,736.0,55,1,0.3879,0.3211,0.0,0.3228
88757690ddfffff,5.627345,-0.229201,22.0,4.772,0.0,0.0,2001,1,0.7347,0.0457,1.0,0.9875
88757690e1fffff,5.636575,-0.258044,55.0,2.988,7.0,829.0,50,1,0.2165,0.4024,0.4167,0.3113
88757690e3fffff,5.62956,-0.255512,48.0,1.902,0.0,0.0,14,1,0.2917,0.6196,1.0,0.1657
88757690e5fffff,5.638882,-0.265253,72.0,3.137,25.0,1325.0,1,1,0.1006,0.3727,0.0,0.0709
88757690e7fffff,5.631867,-0.262721,57.0,1.81,10.0,736.0,157,1,0.1954,0.638,0.1667,0.488
88757690e9fffff,5.641284,-0.253365,77.0,4.176,23.0,736.0,30,1,0.0829,0.1648,0.0,0.2375
88757690ebfffff,5.634268,-0.250834,56.0,2.533,0.0,0.0,60,1,0.2055,0.4933,1.0,0.3309
88757690edfffff,5.643591,-0.260576,57.0,2.386,13.0,736.0,0,1,0.1954,0.5227,0.0,0.0316
8875769101fffff,5.685492,-0.313968,50.0,1.494,9.0,1342.0,833,1,0.2744,0.7012,0.25,0.8506
8875769103fffff,5.678475,-0.311433,42.0,0.965,0.0,838.0,739,1,0.3745,0.807,1.0,0.8065
8875769105fffff,5.687797,-0.321177,39.0,1.766,11.0,1995.0,892,1,0.4239,0.6468,0.0833,0.8769
8875769107fffff,5.68078,-0.318641,39.0,1.494,0.0,1676.0,669,1,0.4239,0.7012,1.0,0.7759
8875769109fffff,5.690205,-0.309294,52.0,1.313,11.0,838.0,688,1,0.2486,0.7374,0.0833,0.7864
887576910bfffff,5.683187,-0.306759,49.0,1.313,8.0,736.0,1168,1,0.2845,0.7374,0.3333,0.9483
887576910dfffff,5.69251,-0.316503,52.0,1.766,11.0,1676.0,686,1,0.2486,0.6468,0.0833,0.7845
8875769111fffff,5.669154,-0.30169,30.0,1.91,0.0,0.0,1348,1,0.5881,0.6181,1.0,0.9684
8875769113fffff,5.662138,-0.299156,44.0,1.91,14.0,829.0,539,1,0.3491,0.618,0.0,0.728
8875769115fffff,5.671459,-0.308898,39.0,1.327,0.0,736.0,1063,1,0.4239,0.7346,1.0,0.9282
8875769117fffff,5.664443,-0.306364,28.0,1.91,0.0,0.0,1095,1,0.626,0.618,1.0,0.9368
8875769119fffff,5.673865,-0.297015,32.0,1.689,0.0,0.0,935,1,0.5503,0.6623,1.0,0.8966
887576911bfffff,5.666849,-0.294481,46.0,4.654,2.0,736.0,348,1,0.3214,0.0691,0.8333,0.636
887576911dfffff,5.67617,-0.304224,42.0,1.447,0.0,0.0,1067,1,0.3745,0.7105,1.0,0.9291
8875769121fffff,5.685389,-0.333057,38.0,1.447,10.0,736.0,799,1,0.442,0.7105,0.1667,0.8343
8875769123fffff,5.678373,-0.330521,26.0,2.507,1.0,736.0,459,1,0.6633,0.4986,0.9167,0.6968
8875769125fffff,5.687693,-0.340264,33.0,0.844,5.0,829.0,670,1,0.5326,0.8311,0.5833,0.7773
8875769127fffff,5.680678,-0.337728,28.0,1.359,0.0,0.0,839,1,0.626,0.7282,1.0,0.8554
8875769129fffff,5.690101,-0.328385,44.0,1.206,16.0,1472.0,630,1,0.3491,0.7588,0.0,0.7672
887576912bfffff,5.683085,-0.325849,34.0,1.568,6.0,1341.0,693,1,0.5168,0.6864,0.5,0.7883
887576912dfffff,5.692405,-0.335593,34.0,1.194,6.0,1325.0,873,1,0.5168,0.7612,0.5,0.8683
8875769131fffff,5.669054,-0.320779,39.0,0.965,14.0,1495.0,911,1,0.4239,0.807,0.0,0.8831
8875769133fffff,5.662039,-0.318244,41.0,1.93,16.0,829.0,134,1,0.3879,0.6139,0.0,0.442
8875769135fffff,5.671358,-0.327986,34.0,1.766,9.0,838.0,38,1,0.5168,0.6467,0.25,0.2658
8875769137fffff,5.664343,-0.325451,33.0,0.955,8.0,1495.0,0,1,0.5326,0.809,0.3333,0.0316
8875769139fffff,5.673764,-0.316106,35.0,1.433,0.0,1342.0,972,1,0.5005,0.7135,1.0,0.908
887576913bfffff,5.666749,-0.313572,37.0,1.448,12.0,829.0,1133,1,0.4631,0.7105,0.0,0.9425
887576913dfffff,5.676069,-0.323314,47.0,2.507,22.0,1341.0,747,1,0.3046,0.4986,0.0,0.8084
8875769143fffff,5.694918,-0.304619,50.0,1.629,9.0,829.0,295,1,0.2744,0.6741,0.25,0.6073
8875769147fffff,5.697223,-0.311829,51.0,1.432,10.0,1496.0,461,1,0.261,0.7136,0.1667,0.6997
887576914bfffff,5.699632,-0.299943,62.0,1.629,21.0,1326.0,169,1,0.1638,0.6741,0.0,0.5029
8875769151fffff,5.685595,-0.294874,44.0,1.447,6.0,736.0,776,1,0.3491,0.7106,0.5,0.8228
8875769153fffff,5.678577,-0.292339,32.0,4.177,0.0,0.0,1033,1,0.5503,0.1647,1.0,0.9195
8875769155fffff,5.6879,-0.302084,41.0,1.765,0.0,0.0,1013,1,0.3879,0.6469,1.0,0.9138
8875769157fffff,5.680882,-0.299549,38.0,1.313,0.0,0.0,1086,1,0.442,0.7374,1.0,0.9344
8875769159fffff,5.690308,-0.290197,47.0,1.568,0.0,0.0,87,1,0.3046,0.6865,1.0,0.3812
887576915bfffff,5.683289,-0.287663,37.0,3.618,0.0,0.0,48,1,0.4631,0.2764,1.0,0.3056
887576915dfffff,5.692613,-0.297408,54.0,1.765,13.0,736.0,185,1,0.2304,0.6469,0.0,0.5134
8875769163fffff,5.694814,-0.323712,44.0,0.955,16.0,2208.0,347,1,0.3491,0.809,0.0,0.6341
8875769167fffff,5.697118,-0.330921,37.0,0.844,9.0,1977.0,623,1,0.4631,0.8312,0.25,0.7629
887576916bfffff,5.699527,-0.319038,39.0,1.568,0.0,2278.0,147,1,0.4239,0.6865,1.0,0.4679
8875769181fffff,5.636386,-0.296229,77.0,4.213,0.0,0.0,0,1,0.0829,0.1574,1.0,0.0316
8875769183fffff,5.629372,-0.293696,81.0,4.224,4.0,829.0,0,1,0.067,0.1552,0.6667,0.0316
8875769185fffff,5.638691,-0.303436,44.0,3.939,0.0,0.0,73,1,0.3491,0.2121,1.0,0.363
8875769187fffff,5.631679,-0.300902,46.0,4.213,0.0,0.0,13,1,0.3214,0.1574,1.0,0.1614
8875769189fffff,5.641093,-0.291555,64.0,8.594,0.0,0.0,10,1,0.148,0.0,1.0,0.1451
887576918bfffff,5.63408,-0.289022,94.0,5.707,30.0,829.0,0,1,0.0388,0.0,0.0,0.0316
887576918dfffff,5.643399,-0.298762,47.0,3.669,0.0,0.0,4,1,0.3046,0.2662,1.0,0.1011
8875769191fffff,5.620053,-0.283956,81.0,4.707,57.0,1657.0,6,1,0.067,0.0586,0.0,0.1169
8875769193fffff,5.613041,-0.281424,42.0,4.707,18.0,828.0,202,1,0.3745,0.0586,0.0,0.534
8875769195fffff,5.62236,-0.291163,116.0,7.242,70.0,1495.0,17,1,0.0129,0.0,0.0,0.181
8875769197fffff,5.615348,-0.28863,56.0,7.242,32.0,1495.0,8,1,0.2055,0.0,0.0,0.1322
8875769199fffff,5.62476,-0.279282,67.0,4.586,20.0,1342.0,32,1,0.1255,0.0829,0.0,0.2457
887576919bfffff,5.617747,-0.276749,48.0,3.939,12.0,838.0,187,1,0.2917,0.2122,0.0,0.5168
887576919dfffff,5.627066,-0.286489,90.0,3.534,13.0,1495.0,18,1,0.045,0.2933,0.0,0.1868
88757691a1fffff,5.63629,-0.315314,37.0,1.903,3.0,736.0,19,1,0.4631,0.6193,0.75,0.194
88757691a3fffff,5.629278,-0.31278,37.0,1.91,0.0,736.0,118,1,0.4631,0.6179,1.0,0.4186
88757691a5fffff,5.638595,-0.322519,26.0,1.313,0.0,0.0,10,1,0.6633,0.7373,1.0,0.1451
88757691a7fffff,5.631583,-0.319985,23.0,2.039,0.0,829.0,5,1,0.7141,0.5921,1.0,0.1092
88757691a9fffff,5.640997,-0.310642,34.0,1.194,0.0,0.0,90,1,0.5168,0.7612,1.0,0.3836
88757691abfffff,5.633984,-0.308108,38.0,1.81,0.0,0.0,129,1,0.442,0.6379,1.0,0.4349
88757691adfffff,5.643302,-0.317848,27.0,1.359,0.0,0.0,7,1,0.6446,0.7282,1.0,0.124
88757691b1fffff,5.61996,-0.303041,57.0,6.639,11.0,1324.0,202,1,0.1954,0.0,0.0833,0.534
88757691b3fffff,5.612949,-0.300508,112.0,7.88,66.0,2083.0,62,1,0.0182,0.0,0.0,0.3386
88757691b5fffff,5.622266,-0.310246,51.0,4.104,13.0,1324.0,399,1,0.261,0.1792,0.0,0.6657
88757691b7fffff,5.615255,-0.307713,85.0,6.519,39.0,1976.0,483,1,0.056,0.0,0.0,0.7079
88757691b9fffff,5.624666,-0.298369,72.0,5.253,26.0,829.0,30,1,0.1006,0.0,0.0,0.2375
88757691bbfffff,5.617654,-0.295836,84.0,4.587,38.0,1657.0,5,1,0.0603,0.0827,0.0,0.1092
88757691bdfffff,5.626972,-0.305575,53.0,2.268,7.0,736.0,67,1,0.2404,0.5463,0.4167,0.352
88757691c1fffff,5.652817,-0.289413,89.0,4.222,25.0,1325.0,2,1,0.0469,0.1556,0.0,0.0838
88757691c3fffff,5.645802,-0.28688,91.0,5.429,27.0,736.0,10,1,0.0431,0.0,0.0,0.1451
88757691c5fffff,5.655123,-0.296622,54.0,4.177,7.0,1325.0,1,1,0.2304,0.1645,0.4167,0.0709
88757691c7fffff,5.648108,-0.294088,74.0,4.417,27.0,736.0,19,1,0.0915,0.1167,0.0,0.194
88757691c9fffff,5.657527,-0.284738,95.0,4.893,51.0,1658.0,0,1,0.0369,0.0214,0.0,0.0316
88757691cbfffff,5.650511,-0.282205,94.0,4.102,30.0,1472.0,0,1,0.0388,0.1796,0.0,0.0316
88757691cdfffff,5.659832,-0.291947,54.0,4.893,10.0,1325.0,0,1,0.2304,0.0214,0.1667,0.0316
88757691d1fffff,5.636481,-0.277139,90.0,5.49,43.0,1495.0,5,1,0.045,0.0,0.0,0.1092
88757691d3fffff,5.629467,-0.274606,64.0,4.894,17.0,838.0,216,1,0.148,0.0213,0.0,0.5469
88757691d5fffff,5.638787,-0.284347,136.0,8.594,72.0,838.0,0,1,0.0057,0.0,0.0,0.0316
88757691d7fffff,5.631773,-0.281814,105.0,4.894,41.0,1495.0,51,1,0.022,0.0213,0.0,0.3132
88757691d9fffff,5.641189,-0.272463,78.0,5.967,37.0,1473.0,0,1,0.0771,0.0,0.0,0.0316
88757691dbfffff,5.634174,-0.26993,68.0,2.626,21.0,829.0,3,1,0.1169,0.4749,0.0,0.0929
88757691ddfffff,5.643496,-0.279672,128.0,6.52,64.0,1342.0,0,1,0.0096,0.0,0.0,0.0316
88757691e1fffff,5.652719,-0.308503,34.0,1.223,0.0,0.0,108,1,0.5168,0.7554,1.0,0.4071
88757691e3fffff,5.645705,-0.305969,35.0,1.433,0.0,0.0,36,1,0.5005,0.7135,1.0,0.2557
88757691e5fffff,5.655024,-0.31571,25.0,1.93,0.0,0.0,0,1,0.6801,0.6139,1.0,0.0316
88757691e7fffff,5.64801,-0.313176,37.0,1.552,10.0,736.0,0,1,0.4631,0.6896,0.1667,0.0316
88757691e9fffff,5.657428,-0.30383,43.0,2.149,9.0,736.0,628,1,0.363,0.5703,0.25,0.7663
88757691ebfffff,5.650414,-0.301296,37.0,4.417,2.0,736.0,0,1,0.4631,0.1167,0.8333,0.0316
88757691edfffff,5.659734,-0.311037,25.0,2.149,0.0,0.0,558,1,0.6801,0.5703,1.0,0.7366
8875769203fffff,5.695329,-0.228193,73.0,2.743,19.0,839.0,64,1,0.0958,0.4515,0.0,0.3439
8875769207fffff,5.697635,-0.235409,96.0,5.724,34.0,1327.0,245,1,0.0345,0.0,0.0,0.5714
8875769211fffff,5.685999,-0.218444,51.0,1.669,0.0,830.0,0,1,0.261,0.6661,1.0,0.0316
8875769213fffff,5.678977,-0.215913,52.0,2.027,9.0,737.0,6,1,0.2486,0.5946,0.25,0.1169
8875769215fffff,5.688306,-0.225661,65.0,1.669,4.0,737.0,16,1,0.1413,0.6661,0.6667,0.1758
8875769217fffff,5.681284,-0.223129,54.0,1.326,0.0,839.0,12,1,0.2304,0.7348,1.0,0.1571
8875769219fffff,5.690714,-0.213759,48.0,0.954,4.0,737.0,0,1,0.2917,0.8093,0.6667,0.0316
887576921bfffff,5.683691,-0.211228,43.0,1.221,0.0,0.0,26,1,0.363,0.7558,1.0,0.2237
887576921dfffff,5.693021,-0.220976,54.0,2.265,0.0,0.0,35,1,0.2304,0.5469,1.0,0.2529
8875769223fffff,5.695227,-0.247307,113.0,4.206,0.0,0.0,1,1,0.0168,0.1589,1.0,0.0709
8875769227fffff,5.697533,-0.254522,143.0,9.363,69.0,737.0,0,1,0.0038,0.0,0.0,0.0316
887576922bfffff,5.699942,-0.242625,144.0,6.268,31.0,737.0,0,1,0.0029,0.0,0.0,0.0316
8875769231fffff,5.685899,-0.23756,62.0,5.247,0.0,0.0,7,1,0.1638,0.0,1.0,0.124
8875769233fffff,5.678878,-0.235027,55.0,2.147,0.0,0.0,12,1,0.2165,0.5707,1.0,0.1571
8875769235fffff,5.688206,-0.244774,106.0,5.247,0.0,830.0,56,1,0.0211,0.0,1.0,0.3242
8875769237fffff,5.681185,-0.242242,73.0,5.129,11.0,737.0,2,1,0.0958,0.0,0.0833,0.0838
8875769239fffff,5.690613,-0.232877,77.0,2.29,15.0,737.0,15,1,0.0829,0.5419,0.0,0.1705
887576923bfffff,5.683592,-0.230344,61.0,1.929,0.0,0.0,28,1,0.1734,0.6142,1.0,0.2318
887576923dfffff,5.69292,-0.240092,92.0,6.268,30.0,830.0,7,1,0.0417,0.0,0.0,0.124
8875769253fffff,5.69543,-0.209074,44.0,0.596,0.0,0.0,83,1,0.3491,0.8808,1.0,0.374
8875769257fffff,5.697737,-0.216291,47.0,0.949,0.0,0.0,38,1,0.3046,0.8101,1.0,0.2658
8875769281fffff,5.653202,-0.213003,27.0,2.743,0.0,0.0,18,1,0.6446,0.4515,1.0,0.1868
8875769283fffff,5.646183,-0.210472,44.0,2.653,0.0,0.0,60,1,0.3491,0.4693,1.0,0.3309
8875769285fffff,5.65551,-0.220217,46.0,2.266,16.0,737.0,140,1,0.3214,0.5468,0.0,0.4521
8875769287fffff,5.648491,-0.217686,31.0,2.895,0.0,0.0,90,1,0.5704,0.4211,1.0,0.3836
8875769289fffff,5.657914,-0.208319,45.0,2.623,18.0,737.0,62,1,0.3348,0.4754,0.0,0.3386
887576928bfffff,5.650894,-0.205788,50.0,9.301,6.0,737.0,63,1,0.2744,0.0,0.5,0.3415
887576928dfffff,5.660222,-0.215534,30.0,2.171,0.0,0.0,39,1,0.5881,0.5658,1.0,0.2711
8875769291fffff,5.636856,-0.200727,88.0,3.98,44.0,1496.0,94,1,0.0484,0.204,0.0,0.3879
8875769293fffff,5.629837,-0.198197,79.0,2.051,43.0,1496.0,7,1,0.0738,0.5899,0.0,0.124
8875769295fffff,5.639164,-0.207941,66.0,2.653,22.0,829.0,44,1,0.1341,0.4693,0.0,0.2945
8875769297fffff,5.632146,-0.205411,81.0,1.908,26.0,1496.0,1,1,0.067,0.6184,0.0,0.0709
8875769299fffff,5.641566,-0.196042,86.0,5.065,42.0,1677.0,96,1,0.0517,0.0,0.0,0.3913
887576929bfffff,5.634547,-0.193512,82.0,0.814,27.0,1496.0,23,1,0.0632,0.8372,0.0,0.2122
887576929dfffff,5.643874,-0.203257,55.0,9.905,11.0,839.0,28,1,0.2165,0.0,0.0833,0.2318
88757692a1fffff,5.653107,-0.232113,37.0,1.086,0.0,0.0,235,1,0.4631,0.7828,1.0,0.5613
88757692a3fffff,5.646089,-0.229582,32.0,1.357,0.0,737.0,33,1,0.5503,0.7285,1.0,0.2486
88757692a5fffff,5.655414,-0.239326,44.0,1.809,10.0,737.0,11,1,0.3491,0.6382,0.1667,0.1513
88757692a7fffff,5.648396,-0.236794,29.0,1.809,0.0,0.0,352,1,0.6073,0.6382,1.0,0.6408
88757692a9fffff,5.657818,-0.227431,41.0,0.844,4.0,737.0,333,1,0.3879,0.8312,0.6667,0.6293
88757692abfffff,5.650799,-0.2249,42.0,1.447,12.0,829.0,42,1,0.3745,0.7105,0.0,0.2854
